"Date (UTC)","Timestamp (UTC)","Michelle Obama","Ron DeSantis","Kamala Harris","Donald Trump","Joe Biden","Nikki Haley","Vivek Ramaswamy","Gavin Newsom","Robert F. Kennedy Jr.","Chris Christie","Hillary Clinton","Bernie Sanders","AOC","Elizabeth Warren","Kanye West","Other Democrat Politician","Other Republican Politician"
"01-10-2024 00:00","1704844803","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","","","","","",""
"01-11-2024 00:00","1704931203","0.0135","0.017","0.0195","0.285","0.545","0.045","0.01","0.0355","0.029","0.0015","0.0085","0.006","0.01","0.0085","0.005","0.0105","0.005"
"01-12-2024 00:00","1705017603","0.0135","0.0155","0.0195","0.295","0.53","0.055","0.0145","0.037","0.029","0.0015","0.0085","0.006","0.0095","0.008","0.006","0.011","0.006"
"01-13-2024 00:00","1705104002","0.009","0.013","0.019","0.305","0.535","0.045","0.0155","0.0355","0.028","0.0035","0.0045","0.004","0.005","0.0055","0.0025","0.012","0.005"
"01-14-2024 00:00","1705190402","0.0095","0.0135","0.0185","0.305","0.535","0.045","0.0155","0.0355","0.028","0.0035","0.0045","0.0035","0.0045","0.005","0.0025","0.0125","0.0045"
"01-15-2024 00:00","1705276803","0.0095","0.0135","0.0185","0.295","0.535","0.055","0.0155","0.0355","0.028","0.0035","0.0045","0.0035","0.0045","0.005","0.0025","0.0125","0.0045"
"01-16-2024 00:00","1705363202","0.013","0.0215","0.0185","0.285","0.535","0.055","0.0155","0.035","0.028","0.002","0.004","0.001","0.0025","0.005","0.002","0.0125","0.004"
"01-17-2024 00:00","1705449603","0.0135","0.0135","0.0185","0.295","0.535","0.045","0.0015","0.035","0.028","0.002","0.004","0.001","0.0025","0.005","0.0015","0.0125","0.0045"
"01-18-2024 00:00","1705536002","0.0135","0.018","0.0185","0.295","0.535","0.045","0.0015","0.0345","0.028","0.0015","0.004","0.0015","0.0025","0.005","0.0015","0.0125","0.0045"
"01-19-2024 00:00","1705622402","0.0135","0.0175","0.0185","0.295","0.535","0.035","0.0015","0.0345","0.028","0.0015","0.004","0.0015","0.0015","0.005","0.0015","0.0125","0.0045"
"01-20-2024 00:00","1705708803","0.0155","0.0145","0.021","0.285","0.545","0.0325","0.002","0.0445","0.0275","0.0005","0.0035","0.0015","0.0015","0.0045","0.0015","0.018","0.004"
"01-21-2024 00:00","1705795202","0.015","0.014","0.022","0.285","0.545","0.0315","0.002","0.0465","0.0275","0.0005","0.0035","0.0015","0.0015","0.004","0.0015","0.0215","0.004"
"01-22-2024 00:00","1705881602","0.0165","0.009","0.022","0.285","0.545","0.0315","0.002","0.0465","0.027","0.0005","0.0035","0.0015","0.0015","0.004","0.0015","0.0215","0.004"
"01-23-2024 00:00","1705968003","0.0165","0.005","0.0215","0.285","0.545","0.0275","0.002","0.046","0.0275","0.0005","0.003","0.0015","0.0015","0.0035","0.0015","0.0215","0.0045"
"01-24-2024 00:00","1706054402","0.017","0.005","0.0215","0.285","0.545","0.0145","0.002","0.046","0.0275","0.0005","0.003","0.0015","0.0015","0.0035","0.0015","0.019","0.004"
"01-25-2024 00:00","1706140802","0.017","0.0045","0.0215","0.285","0.545","0.0025","0.0005","0.0455","0.0255","0.0005","0.003","0.0015","0.0015","0.0035","0.0015","0.017","0.004"
"01-26-2024 00:00","1706227202","0.0185","0.0045","0.0215","0.285","0.575","0.0065","0.005","0.04","0.0265","0.0005","0.0025","0.0015","0.0025","0.003","0.0015","0.017","0.0045"
"01-27-2024 00:00","1706313602","0.0185","0.0045","0.0205","0.285","0.575","0.009","0.005","0.0375","0.0265","0.0005","0.0025","0.0015","0.002","0.0025","0.0015","0.016","0.005"
"01-28-2024 00:00","1706400002","0.021","0.0045","0.017","0.285","0.585","0.0085","0.005","0.0375","0.0265","0.0005","0.002","0.0015","0.002","0.002","0.0015","0.017","0.0045"
"01-29-2024 00:00","1706486402","0.0295","0.004","0.0165","0.285","0.595","0.0085","0.005","0.0375","0.0265","0.0005","0.0015","0.001","0.0015","0.0015","0.0015","0.016","0.0045"
"01-30-2024 00:00","1706572802","0.037","0.0035","0.0165","0.285","0.595","0.0075","0.003","0.036","0.026","0.0005","0.0015","0.0005","0.0005","0.0015","0.001","0.0155","0.004"
"01-31-2024 00:00","1706659202","0.04","0.0035","0.0145","0.285","0.595","0.007","0.0025","0.0355","0.025","0.0005","0.0015","0.0005","0.0005","0.0015","0.0005","0.015","0.004"
"02-01-2024 00:00","1706745602","0.083","0.0035","0.014","0.275","0.595","0.007","0.0025","0.0355","0.025","0.0005","0.0015","0.0005","0.0005","0.0015","0.0005","0.0145","0.0035"
"02-02-2024 00:00","1706832002","0.0735","0.003","0.007","0.275","0.595","0.0045","0.0025","0.035","0.022","0.0005","0.0005","0.0005","0.0005","0.0005","0.0005","0.014","0.003"
"02-03-2024 00:00","1706918402","0.0735","0.0025","0.0075","0.275","0.595","0.0055","0.0025","0.034","0.0215","0.0005","0.0005","0.0005","0.0005","0.0015","0.0005","0.014","0.003"
"02-04-2024 00:00","1707004803","0.068","0.0025","0.0075","0.265","0.595","0.006","0.0025","0.0335","0.019","0.0005","0.0015","0.0005","0.0005","0.0015","0.0005","0.013","0.003"
"02-05-2024 00:00","1707091202","0.0685","0.0025","0.008","0.265","0.595","0.006","0.0025","0.033","0.019","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.013","0.003"
"02-06-2024 00:00","1707177602","0.068","0.0025","0.008","0.265","0.595","0.007","0.0025","0.033","0.0185","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.013","0.0035"
"02-07-2024 00:00","1707264002","0.064","0.0025","0.0085","0.265","0.595","0.0075","0.0025","0.033","0.018","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0135","0.004"
"02-08-2024 00:00","1707350402","0.064","0.0025","0.009","0.265","0.595","0.0075","0.0025","0.033","0.018","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0135","0.004"
"02-09-2024 00:00","1707436802","0.0635","0.0025","0.009","0.265","0.595","0.007","0.0025","0.0335","0.018","0.0005","0.0015","0.0005","0.0005","0.0005","0.0005","0.0135","0.004"
"02-10-2024 00:00","1707523203","0.08","0.0025","0.022","0.265","0.535","0.0075","0.0025","0.077","0.0175","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0155","0.004"
"02-11-2024 00:00","1707609603","0.0705","0.002","0.0245","0.275","0.545","0.007","0.0025","0.0645","0.0175","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0145","0.004"
"02-12-2024 00:00","1707696003","0.0715","0.0025","0.0245","0.265","0.545","0.0065","0.0025","0.0645","0.0175","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0145","0.004"
"02-13-2024 00:00","1707782402","0.072","0.0025","0.025","0.305","0.515","0.006","0.0025","0.0555","0.0155","0.0005","0.0015","0.0015","0.0015","0.0015","0.0015","0.0145","0.0045"
"02-14-2024 00:00","1707868803","0.0715","0.0025","0.025","0.315","0.52","0.0065","0.0025","0.0555","0.0155","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.015","0.0045"
"02-15-2024 00:00","1707955203","0.0705","0.0025","0.025","0.31","0.525","0.006","0.0025","0.052","0.0155","0.002","0.0035","0.0025","0.0015","0.0015","0.0015","0.015","0.0045"
"02-16-2024 00:00","1708041603","0.065","0.0025","0.0215","0.305","0.525","0.0065","0.0025","0.051","0.0155","0.0025","0.0035","0.0025","0.0015","0.0015","0.0025","0.015","0.004"
"02-17-2024 00:00","1708128002","0.0655","0.0025","0.0245","0.305","0.525","0.0065","0.0025","0.0515","0.0155","0.0015","0.0035","0.0025","0.0015","0.0015","0.0025","0.015","0.004"
"02-18-2024 00:00","1708214402","0.0635","0.0025","0.025","0.305","0.525","0.0065","0.0025","0.05","0.0155","0.0015","0.0035","0.0025","0.0015","0.0015","0.0025","0.0145","0.004"
"02-19-2024 00:00","1708300802","0.0635","0.0025","0.025","0.305","0.525","0.0065","0.0025","0.05","0.0155","0.0015","0.0035","0.0025","0.0015","0.0015","0.0025","0.0145","0.004"
"02-20-2024 00:00","1708387202","0.0645","0.0025","0.0245","0.305","0.525","0.006","0.0025","0.0465","0.015","0.0015","0.003","0.0025","0.0015","0.0015","0.002","0.0145","0.004"
"02-21-2024 00:00","1708473603","0.06","0.0025","0.0245","0.315","0.525","0.0055","0.0025","0.0435","0.015","0.0015","0.003","0.0025","0.0015","0.0015","0.002","0.015","0.0035"
"02-22-2024 00:00","1708560002","0.06","0.0025","0.0245","0.315","0.525","0.0055","0.0025","0.043","0.015","0.0015","0.003","0.0025","0.0015","0.0015","0.002","0.015","0.0045"
"02-23-2024 00:00","1708646402","0.057","0.0025","0.025","0.315","0.525","0.005","0.0025","0.045","0.0145","0.0015","0.0025","0.0025","0.0015","0.0015","0.002","0.015","0.0045"
"02-24-2024 00:00","1708732802","0.0575","0.0025","0.025","0.315","0.525","0.0055","0.0025","0.0475","0.0145","0.0015","0.0025","0.0025","0.0015","0.0015","0.002","0.0155","0.004"
"02-25-2024 00:00","1708819202","0.056","0.0025","0.025","0.315","0.525","0.006","0.0025","0.0465","0.014","0.0015","0.0025","0.0025","0.0015","0.0015","0.0025","0.0155","0.004"
"02-26-2024 00:00","1708905602","0.053","0.0025","0.0245","0.325","0.525","0.006","0.0025","0.042","0.0145","0.0015","0.0025","0.002","0.0015","0.0015","0.002","0.015","0.004"
"02-27-2024 00:00","1708992002","0.0525","0.0025","0.0245","0.325","0.525","0.006","0.0025","0.0415","0.0145","0.0025","0.0025","0.002","0.0015","0.0015","0.0015","0.016","0.004"
"02-28-2024 00:00","1709078403","0.053","0.0025","0.0245","0.325","0.525","0.006","0.0025","0.045","0.0135","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.0175","0.004"
"02-29-2024 00:00","1709164802","0.0495","0.0025","0.024","0.325","0.525","0.005","0.0025","0.0435","0.012","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.024","0.0035"
"03-01-2024 00:00","1709251202","0.048","0.0025","0.0245","0.325","0.525","0.0055","0.0025","0.0435","0.0125","0.0025","0.0025","0.0015","0.002","0.0015","0.0025","0.025","0.0035"
"03-02-2024 00:00","1709337603","0.048","0.0025","0.026","0.325","0.525","0.006","0.0025","0.0435","0.0125","0.0025","0.0025","0.0015","0.002","0.0015","0.0025","0.0245","0.0035"
"03-03-2024 00:00","1709424003","0.048","0.0025","0.026","0.325","0.525","0.0055","0.0025","0.038","0.0125","0.002","0.0035","0.0015","0.0015","0.0015","0.0025","0.0235","0.004"
"03-04-2024 00:00","1709510403","0.048","0.0025","0.029","0.325","0.525","0.006","0.0025","0.0385","0.0125","0.002","0.0035","0.0015","0.0015","0.0015","0.0025","0.0245","0.0035"
"03-05-2024 00:00","1709596803","0.0485","0.0035","0.0275","0.325","0.515","0.005","0.0025","0.036","0.0115","0.002","0.0025","0.0015","0.0015","0.0015","0.002","0.0235","0.0045"
"03-06-2024 00:00","1709683203","0.0375","0.0035","0.0285","0.325","0.515","0.005","0.0025","0.0365","0.0115","0.0015","0.0025","0.0015","0.0015","0.0015","0.002","0.0275","0.0045"
"03-07-2024 00:00","1709769602","0.0375","0.0035","0.0285","0.325","0.505","0.0045","0.0025","0.0365","0.0115","0.0015","0.0025","0.0015","0.0015","0.0015","0.002","0.0275","0.0045"
"03-08-2024 00:00","1709856002","0.0375","0.0035","0.0285","0.325","0.505","0.0045","0.0025","0.0365","0.0115","0.0015","0.0025","0.0015","0.0015","0.0015","0.002","0.0275","0.0045"
"03-09-2024 00:00","1709942403","0.034","0.0035","0.0285","0.325","0.505","0.004","0.0025","0.0365","0.012","0.0015","0.0025","0.0015","0.0015","0.0015","0.002","0.027","0.0045"
"03-10-2024 00:00","1710028802","0.0335","0.0035","0.0285","0.325","0.505","0.0035","0.0025","0.0365","0.0135","0.0015","0.0025","0.0015","0.0015","0.0015","0.002","0.0275","0.0045"
"03-11-2024 00:00","1710115202","0.032","0.0025","0.0285","0.325","0.505","0.0035","0.0015","0.035","0.014","0.0015","0.002","0.0015","0.0015","0.0015","0.0015","0.0265","0.0035"
"03-12-2024 00:00","1710201602","0.0325","0.0025","0.0285","0.325","0.505","0.0035","0.0015","0.0335","0.013","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0265","0.0035"
"03-13-2024 00:00","1710288003","0.029","0.0025","0.0285","0.325","0.505","0.0035","0.0015","0.0325","0.013","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.027","0.0035"
"03-14-2024 00:00","1710374403","0.028","0.0025","0.0235","0.325","0.505","0.0035","0.0015","0.0325","0.013","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.023","0.0035"
"03-15-2024 00:00","1710460803","0.0275","0.0025","0.023","0.325","0.505","0.0035","0.0015","0.0325","0.013","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.023","0.0035"
"03-16-2024 00:00","1710547202","0.0275","0.003","0.023","0.325","0.505","0.0035","0.0015","0.033","0.013","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0185","0.0035"
"03-17-2024 00:00","1710633603","0.0275","0.0035","0.0235","0.325","0.505","0.0035","0.0015","0.0325","0.0125","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.0175","0.0035"
"03-18-2024 00:00","1710720003","0.0275","0.0035","0.0235","0.325","0.505","0.0035","0.0015","0.0325","0.0125","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.0175","0.0035"
"03-19-2024 00:00","1710806402","0.0275","0.0035","0.0235","0.325","0.505","0.0035","0.0015","0.0325","0.0125","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.0175","0.0035"
"03-20-2024 00:00","1710892803","0.0275","0.0035","0.0235","0.325","0.505","0.0035","0.0015","0.032","0.013","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.0145","0.0035"
"03-21-2024 00:00","1710979203","0.0275","0.0035","0.0235","0.325","0.505","0.0035","0.0015","0.032","0.013","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.0145","0.0035"
"03-22-2024 00:00","1711065602","0.024","0.0035","0.0235","0.325","0.505","0.0035","0.0015","0.0315","0.013","0.0015","0.0025","0.0015","0.0015","0.0015","0.0015","0.014","0.0035"
"03-23-2024 00:00","1711152003","0.0225","0.0035","0.025","0.325","0.505","0.0035","0.0015","0.0295","0.0135","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.014","0.004"
"03-24-2024 00:00","1711238403","0.0225","0.0035","0.025","0.325","0.505","0.003","0.0015","0.0295","0.0135","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.014","0.004"
"03-25-2024 00:00","1711324803","0.0215","0.0035","0.025","0.325","0.565","0.0025","0.0015","0.027","0.013","0.002","0.0025","0.0015","0.0015","0.004","0.0015","0.014","0.004"
"03-26-2024 00:00","1711411202","0.019","0.0035","0.025","0.325","0.575","0.0025","0.0015","0.0265","0.013","0.0015","0.0025","0.0015","0.0015","0.0045","0.0015","0.014","0.004"
"03-27-2024 00:00","1711497603","0.0175","0.0025","0.025","0.305","0.555","0.0025","0.0015","0.02","0.0295","0.0015","0.0025","0.0015","0.0015","0.0025","0.0015","0.014","0.0035"
"03-28-2024 00:00","1711584003","0.0175","0.0025","0.025","0.295","0.555","0.0025","0.0015","0.0195","0.0295","0.0025","0.0025","0.0015","0.0015","0.0025","0.0015","0.014","0.0035"
"03-29-2024 00:00","1711670402","0.0175","0.0025","0.025","0.295","0.555","0.0025","0.0015","0.019","0.029","0.0025","0.0025","0.0015","0.0015","0.0025","0.0015","0.014","0.0035"
"03-30-2024 00:00","1711756802","0.0145","0.0025","0.025","0.285","0.575","0.0025","0.0015","0.0155","0.0255","0.002","0.0025","0.0015","0.0015","0.0015","0.0015","0.014","0.0035"
"03-31-2024 00:00","1711843203","0.0135","0.0025","0.0195","0.285","0.565","0.0025","0.0015","0.0155","0.0255","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.014","0.0035"
"04-01-2024 00:00","1711929602","0.0135","0.0025","0.0195","0.285","0.565","0.0025","0.0015","0.015","0.0255","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.014","0.0035"
"04-02-2024 00:00","1712016003","0.013","0.0025","0.0195","0.285","0.565","0.0025","0.0015","0.0135","0.024","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.014","0.004"
"04-03-2024 00:00","1712102403","0.013","0.0025","0.0195","0.285","0.565","0.0025","0.0015","0.0135","0.025","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.014","0.004"
"04-04-2024 00:00","1712188803","0.0125","0.0025","0.022","0.285","0.605","0.0025","0.0015","0.0125","0.0255","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.014","0.004"
"04-05-2024 00:00","1712275203","0.0125","0.0025","0.022","0.285","0.625","0.0025","0.0015","0.012","0.0255","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.014","0.004"
"04-06-2024 00:00","1712361603","0.011","0.0025","0.0215","0.255","0.655","0.0025","0.0015","0.012","0.0265","0.0015","0.0015","0.0015","0.0015","0.0015","0.0015","0.0115","0.004"
